jobsohioregion,cip_code,degree_group_logord,academic_year,graduates,graduates_randomized
1,01.0101,1,2014,2,22
1,01.0101,2,2010,1,5
1,01.0101,2,2011,11,1
1,01.0101,2,2012,21,6
1,01.0101,2,2013,19,29
1,01.0101,2,2014,18,29
1,01.0101,2,2015,25,23
1,01.0101,2,2016,50,42
1,01.0101,2,2017,29,41
1,01.0101,2,2018,34,17
1,01.0101,2,2019,33,44
1,01.0101,2,2020,41,56
1,01.0101,2,2021,22,19
1,01.0101,2,2022,16,22
1,01.0101,3,2021,7,23
1,01.0101,3,2022,10,0
1,01.0102,2,2014,1,17
1,01.0102,2,2019,1,15
1,01.0102,2,2020,2,0
1,01.0102,2,2021,4,7
1,01.0102,2,2022,2,2
1,01.0201,2,2010,11,0
1,01.0201,2,2011,10,27
1,01.0201,2,2012,10,0
1,01.0201,2,2013,21,19
1,01.0201,2,2014,15,10
1,01.0201,2,2015,19,30
1,01.0201,2,2016,25,45
1,01.0201,2,2017,13,28
1,01.0201,2,2018,20,7
1,01.0201,2,2019,13,19
1,01.0201,2,2020,18,0
1,01.0201,2,2021,17,7
1,01.0201,2,2022,13,8
1,01.0205,1,2011,48,66
1,01.0205,1,2012,48,61
1,01.0205,1,2013,62,68
1,01.0205,1,2014,59,48
1,01.0205,1,2015,63,81
1,01.0205,1,2016,58,47
1,01.0205,1,2017,67,71
1,01.0205,1,2018,37,48
1,01.0205,1,2019,41,54
1,01.0205,1,2020,32,50
1,01.0205,1,2021,23,27
1,01.0205,1,2022,15,0
1,01.0205,2,2011,102,117
1,01.0205,2,2012,113,115
1,01.0205,2,2013,137,122
1,01.0205,2,2014,144,136
1,01.0205,2,2015,161,154
1,01.0205,2,2016,134,151
1,01.0205,2,2017,153,147
1,01.0205,2,2018,121,109
1,01.0205,2,2019,120,122
1,01.0205,2,2020,112,100
1,01.0205,2,2021,89,73
1,01.0205,2,2022,95,95
1,01.0303,1,2013,38,45
1,01.0303,1,2014,29,36
1,01.0303,1,2017,1,12
1,01.0303,1,2018,59,49
1,01.0307,3,2013,3,0
1,01.0307,3,2015,1,0
1,01.0307,3,2016,1,8
1,01.0507,2,2011,15,31
1,01.0507,2,2012,22,23
1,01.0507,2,2013,28,14
1,01.0507,2,2014,13,28
1,01.0507,2,2015,14,18
1,01.0507,2,2016,11,16
1,01.0507,2,2017,12,30
1,01.0507,2,2018,8,0
1,01.0507,2,2019,13,0
1,01.0507,2,2020,11,6
1,01.0507,2,2021,7,17
1,01.0507,2,2022,4,0
1,01.0507,3,2011,72,65
1,01.0507,3,2012,55,42
1,01.0507,3,2013,73,82
1,01.0507,3,2014,66,46
1,01.0507,3,2015,42,62
1,01.0507,3,2016,44,54
1,01.0507,3,2017,51,38
1,01.0507,3,2018,36,33
1,01.0507,3,2019,43,28
1,01.0507,3,2020,46,38
1,01.0507,3,2021,54,74
1,01.0507,3,2022,23,36
1,01.0605,1,2019,6,0
1,01.0605,1,2020,8,9
1,01.0605,1,2021,7,3
1,01.0605,1,2022,6,0
1,01.0605,2,2010,13,0
1,01.0605,2,2011,16,18
1,01.0605,2,2012,8,25
1,01.0605,2,2013,9,0
1,01.0605,2,2014,10,16
1,01.0605,2,2015,3,6
1,01.0605,2,2016,10,0
1,01.0605,2,2017,8,0
1,01.0605,2,2018,4,5
1,01.0605,2,2019,8,15
1,01.0605,2,2020,5,0
1,01.0605,2,2021,8,28
1,01.0605,2,2022,4,0
1,01.0899,1,2013,3,0
1,01.0899,1,2014,2,0
1,01.0899,1,2015,5,4
1,01.0899,1,2016,1,0
1,01.0901,2,2020,1,19
1,01.0901,3,2011,45,61
1,01.0901,3,2012,54,41
1,01.0901,3,2013,40,41
1,01.0901,3,2014,31,28
1,01.0901,3,2015,37,18
1,01.0901,3,2016,25,18
1,01.0901,3,2017,22,37
1,01.0901,3,2018,28,11
1,01.0901,3,2019,47,43
1,01.0901,3,2020,49,48
1,01.0901,3,2021,45,63
1,01.0901,3,2022,32,14
1,01.0999,1,2018,21,22
1,01.0999,1,2019,43,33
1,01.0999,1,2020,24,33
1,01.0999,1,2021,11,25
1,01.0999,1,2022,21,39
1,01.1201,2,2021,3,0
1,01.1201,2,2022,1,0
1,01.1302,3,2011,54,36
1,01.1302,3,2012,30,21
1,01.1302,3,2013,31,37
1,01.1302,3,2014,49,59
1,01.1302,3,2015,53,53
1,01.1302,3,2016,51,32
1,01.1302,3,2017,62,57
1,01.1302,3,2018,62,55
1,01.1302,3,2019,78,90
1,01.1302,3,2020,74,91
1,01.1302,3,2021,42,58
1,01.1302,3,2022,50,56
1,01.8101,2,2017,40,50
1,01.8101,2,2018,71,64
1,01.8101,2,2019,84,85
1,01.8101,2,2020,63,83
1,01.8101,2,2021,54,48
1,01.8101,2,2022,47,53
1,01.8301,1,2022,1,12
1,01.8301,2,2011,33,47
1,01.8301,2,2012,44,29
1,01.8301,2,2013,34,52
1,01.8301,2,2014,33,19
1,01.8301,2,2015,28,26
1,01.8301,2,2016,42,52
1,01.8301,2,2017,1,0
1,03.0103,1,2010,2,0
1,03.0103,1,2012,2,0
1,03.0103,3,2010,5,18
1,03.0103,3,2011,4,0
1,03.0103,3,2012,11,16
1,03.0103,3,2013,8,12
1,03.0103,3,2014,9,0
1,03.0103,3,2015,6,14
1,03.0103,3,2016,5,11
1,03.0103,3,2017,6,12
1,03.0103,3,2018,7,6
1,03.0103,3,2019,8,21
1,03.0103,3,2020,3,18
1,03.0103,3,2021,7,0
1,03.0103,3,2022,13,22
1,03.0104,2,2018,5,22
1,03.0104,2,2019,3,20
1,03.0104,2,2020,5,6
1,03.0104,2,2021,5,0
1,03.0104,2,2022,5,15
1,03.0104,3,2010,10,14
1,03.0104,3,2011,14,16
1,03.0104,3,2012,18,0
1,03.0104,3,2013,25,30
1,03.0104,3,2014,28,28
1,03.0104,3,2015,36,38
1,03.0104,3,2016,24,19
1,03.0104,3,2017,31,49
1,03.0104,3,2018,34,15
1,03.0104,3,2019,30,34
1,03.0104,3,2020,42,58
1,03.0104,3,2021,52,62
1,03.0104,3,2022,51,71
1,03.0201,3,2010,28,21
1,03.0201,3,2011,19,25
1,03.0201,3,2012,18,28
1,03.0201,3,2013,23,19
1,03.0201,3,2014,40,20
1,03.0201,3,2015,37,40
1,03.0201,3,2016,28,28
1,03.0201,3,2017,23,36
1,03.0201,3,2018,25,43
1,03.0201,3,2019,30,47
1,03.0201,3,2020,35,44
1,03.0201,3,2021,15,5
1,03.0201,3,2022,10,12
1,03.0205,3,2010,2,2
1,03.0205,3,2011,4,3
1,03.0205,3,2012,4,14
1,03.0205,3,2013,3,21
1,03.0205,3,2014,7,18
1,03.0205,3,2015,4,4
1,03.0205,3,2016,4,0
1,03.0205,3,2017,3,19
1,03.0205,3,2018,2,3
1,03.0205,3,2019,6,23
1,04.0201,4,2016,5,19
1,04.0201,4,2017,5,7
1,04.0201,4,2018,4,13
1,04.0201,4,2019,4,17
1,04.0201,4,2020,7,18
1,04.0201,4,2021,6,11
1,04.0201,4,2022,11,18
1,04.0301,1,2022,2,13
1,04.0401,3,2010,27,46
1,04.0401,3,2011,25,33
1,04.0401,3,2012,31,37
1,04.0401,3,2013,36,22
1,04.0401,3,2014,22,20
1,04.0401,3,2015,26,27
1,04.0401,3,2016,22,10
1,04.0401,3,2017,17,15
1,04.0401,3,2018,18,0
1,04.0401,3,2019,15,31
1,04.0401,3,2020,31,49
1,04.0401,3,2021,39,40
1,04.0401,3,2022,25,25
1,04.0501,3,2010,26,8
1,04.0501,3,2011,25,12
1,04.0501,3,2012,28,20
1,04.0501,3,2013,19,18
1,04.0501,3,2014,22,23
1,04.0501,3,2015,20,11
1,04.0501,3,2016,23,10
1,04.0501,3,2017,17,30
1,04.0501,3,2018,16,5
1,04.0501,3,2019,27,15
1,04.0501,3,2020,19,3
1,04.0501,3,2021,22,16
1,04.0501,3,2022,21,31
1,05.0101,3,2010,3,3
1,05.0101,3,2011,1,9
1,05.0101,3,2013,1,0
1,05.0101,3,2014,1,0
1,05.0101,3,2015,1,0
1,05.0101,3,2016,1,17
1,05.0101,3,2020,1,10
1,05.0102,3,2010,2,3
1,05.0102,3,2011,1,0
1,05.0102,3,2012,2,1
1,05.0102,3,2013,2,0
1,05.0102,3,2014,1,15
1,05.0102,3,2015,1,7
1,05.0102,3,2016,2,7
1,05.0102,3,2017,1,14
1,05.0102,3,2018,1,11
1,05.0102,3,2019,1,0
1,05.0102,3,2022,3,5
1,05.0102,4,2010,16,15
1,05.0102,4,2011,18,5
1,05.0102,4,2012,13,33
1,05.0102,4,2013,14,26
1,05.0102,4,2014,16,25
1,05.0102,4,2015,11,6
1,05.0102,4,2016,11,0
1,05.0102,4,2017,11,0
1,05.0102,4,2018,7,23
1,05.0102,4,2019,8,25
1,05.0102,4,2020,14,17
1,05.0102,4,2021,11,0
1,05.0102,4,2022,14,32
1,05.0103,3,2010,11,27
1,05.0103,3,2011,6,14
1,05.0103,3,2012,17,0
1,05.0103,3,2013,13,21
1,05.0103,3,2014,11,3
1,05.0103,3,2015,6,5
1,05.0103,3,2016,13,0
1,05.0103,3,2017,13,12
1,05.0103,3,2018,8,0
1,05.0103,3,2019,8,28
1,05.0103,3,2020,15,15
1,05.0103,3,2021,7,10
1,05.0103,3,2022,9,2
1,05.0106,4,2021,1,1
1,05.0108,3,2012,1,0
1,05.0108,3,2013,1,8
1,05.0108,3,2017,1,0
1,05.0108,3,2018,2,0
1,05.0108,3,2019,1,0
1,05.0108,3,2020,2,7
1,05.0108,3,2021,1,0
1,05.0108,3,2022,1,2
1,05.0200,1,2021,5,24
1,05.0200,1,2022,2,0
1,05.0200,3,2021,5,0
1,05.0200,3,2022,2,0
1,05.0201,3,2012,2,0
1,05.0201,3,2014,1,5
1,05.0201,3,2015,1,18
1,05.0201,3,2018,2,0
1,05.0201,3,2020,3,15
1,05.0201,3,2022,1,13
1,05.0207,1,2011,8,6
1,05.0207,1,2012,5,25
1,05.0207,1,2013,5,9
1,05.0207,1,2014,11,23
1,05.0207,1,2015,9,0
1,05.0207,1,2016,10,12
1,05.0207,1,2017,3,0
1,05.0207,1,2018,6,0
1,05.0207,1,2019,5,0
1,05.0207,1,2020,6,0
1,05.0207,1,2021,5,0
1,05.0207,1,2022,10,1
1,05.0207,3,2010,4,0
1,05.0207,3,2011,6,18
1,05.0207,3,2012,10,27
1,05.0207,3,2013,9,0
1,05.0207,3,2014,7,0
1,05.0207,3,2015,15,17
1,05.0207,3,2016,6,11
1,05.0207,3,2017,8,8
1,05.0207,3,2018,9,14
1,05.0207,3,2019,4,1
1,05.0207,3,2020,7,15
1,05.0207,3,2021,4,2
1,05.0207,3,2022,10,27
1,05.0207,5,2010,2,19
1,05.0207,5,2011,8,0
1,05.0207,5,2012,5,0
1,05.0207,5,2013,5,0
1,05.0207,5,2014,11,0
1,05.0207,5,2015,9,26
1,05.0207,5,2016,10,0
1,05.0207,5,2017,3,12
1,05.0207,5,2018,4,0
1,05.0207,5,2019,5,17
1,05.0210,3,2019,4,6
1,05.0210,3,2020,10,0
1,05.0210,3,2021,5,14
1,05.0210,3,2022,4,13
1,05.0299,1,2011,1,0
1,05.0299,1,2013,1,0
1,05.0299,1,2014,3,20
1,05.0299,1,2015,2,0
1,05.0299,1,2016,1,0
1,05.0299,1,2017,1,1
1,05.0299,1,2018,2,0
1,05.0299,1,2019,1,0
1,05.0299,1,2020,3,21
1,05.0299,3,2010,1,8
1,05.0299,3,2011,2,21
1,05.0299,3,2012,3,0
1,05.0299,3,2013,4,24
1,05.0299,3,2014,3,19
1,05.0299,3,2015,1,18
1,05.0299,3,2016,4,2
1,05.0299,3,2017,2,15
1,05.0299,3,2018,5,0
1,05.0299,3,2020,2,0
1,05.0299,5,2011,1,17
1,05.0299,5,2013,1,0
1,05.0299,5,2014,3,20
1,05.0299,5,2015,2,0
1,05.0299,5,2016,1,0
1,05.0299,5,2017,1,16
1,05.0299,5,2018,1,0
1,05.0299,5,2019,1,0
1,09.0100,1,2016,1,21
1,09.0100,3,2011,16,6
1,09.0100,3,2012,9,13
1,09.0100,3,2013,16,9
1,09.0100,3,2014,6,0
1,09.0100,3,2015,8,27
1,09.0100,3,2016,5,0
1,09.0100,3,2017,10,0
1,09.0100,3,2018,10,18
1,09.0100,3,2019,10,11
1,09.0100,3,2020,13,10
1,09.0100,3,2021,10,4
1,09.0100,3,2022,7,16
1,09.0100,4,2020,4,16
1,09.0100,4,2021,5,0
1,09.0100,4,2022,5,7
1,09.0100,5,2016,1,0
1,09.0101,1,2011,3,13
1,09.0101,1,2012,4,10
1,09.0101,1,2013,6,14
1,09.0101,1,2014,6,0
1,09.0101,1,2015,2,10
1,09.0101,1,2019,1,0
1,09.0101,2,2010,10,1
1,09.0101,2,2011,7,8
1,09.0101,2,2012,7,16
1,09.0101,2,2013,13,0
1,09.0101,2,2014,7,21
1,09.0101,2,2015,13,25
1,09.0101,2,2016,12,19
1,09.0101,2,2017,11,13
1,09.0101,2,2018,10,9
1,09.0101,2,2019,11,27
1,09.0101,2,2020,10,0
1,09.0101,2,2021,8,0
1,09.0101,2,2022,4,0
1,09.0101,3,2010,72,76
1,09.0101,3,2011,137,135
1,09.0101,3,2012,135,136
1,09.0101,3,2013,117,132
1,09.0101,3,2014,113,104
1,09.0101,3,2015,106,121
1,09.0101,3,2016,91,76
1,09.0101,3,2017,127,116
1,09.0101,3,2018,110,116
1,09.0101,3,2019,81,84
1,09.0101,3,2020,88,88
1,09.0101,3,2021,62,45
1,09.0101,3,2022,88,89
1,09.0101,4,2010,11,0
1,09.0101,4,2011,13,10
1,09.0101,4,2012,14,0
1,09.0101,4,2013,10,0
1,09.0101,4,2014,10,14
1,09.0101,4,2015,12,27
1,09.0101,4,2016,15,24
1,09.0101,4,2017,16,4
1,09.0101,4,2018,28,27
1,09.0101,4,2019,25,19
1,09.0101,4,2020,22,10
1,09.0101,4,2021,25,8
1,09.0101,4,2022,47,36
1,09.0101,5,2010,7,4
1,09.0101,5,2011,3,0
1,09.0101,5,2012,4,20
1,09.0101,5,2013,6,0
1,09.0101,5,2014,6,15
1,09.0101,5,2015,2,1
1,09.0101,5,2019,1,7
1,09.0102,3,2013,7,0
1,09.0102,3,2014,1,0
1,09.0102,3,2015,1,0
1,09.0102,3,2016,1,0
1,09.0102,3,2017,6,13
1,09.0102,3,2018,5,0
1,09.0102,3,2019,6,10
1,09.0102,3,2020,6,16
1,09.0102,3,2021,6,3
1,09.0102,3,2022,5,0
1,09.0401,3,2010,29,30
1,09.0401,3,2011,22,3
1,09.0401,3,2012,21,1
1,09.0401,3,2013,24,9
1,09.0401,3,2014,19,32
1,09.0401,3,2015,12,30
1,09.0401,3,2016,11,11
1,09.0401,3,2017,10,27
1,09.0401,3,2018,13,31
1,09.0401,3,2019,11,21
1,09.0401,3,2020,11,8
1,09.0401,3,2021,10,0
1,09.0401,3,2022,10,0
1,09.0402,3,2010,17,18
1,09.0402,3,2011,13,0
1,09.0402,3,2012,18,20
1,09.0402,3,2013,12,0
1,09.0402,3,2014,11,21
1,09.0402,3,2015,9,0
1,09.0402,3,2016,14,0
1,09.0402,3,2017,7,15
1,09.0402,3,2018,9,9
1,09.0402,3,2019,14,0
1,09.0402,3,2020,7,23
1,09.0402,3,2021,5,0
1,09.0402,3,2022,5,0
1,09.0499,3,2016,2,0
1,09.0499,3,2017,1,0
1,09.0499,3,2018,4,9
1,09.0499,3,2019,1,0
1,09.0499,3,2020,2,0
1,09.0499,3,2021,1,10
1,09.0701,3,2014,1,17
1,09.0701,3,2015,2,0
1,09.0702,1,2016,3,19
1,09.0702,1,2017,3,12
1,09.0702,1,2018,1,20
1,09.0702,1,2022,1,0
1,09.0702,3,2011,4,2
1,09.0702,3,2012,1,21
1,09.0702,3,2013,2,0
1,09.0702,3,2014,4,16
1,09.0702,3,2015,3,12
1,09.0702,3,2016,53,66
1,09.0702,3,2017,45,28
1,09.0702,3,2018,28,11
1,09.0702,3,2019,33,31
1,09.0702,3,2020,87,71
1,09.0702,3,2021,86,91
1,09.0702,3,2022,61,51
1,09.0702,5,2016,3,0
1,09.0900,3,2011,1,0
1,09.0900,3,2012,2,16
1,09.0900,3,2013,5,19
1,09.0900,3,2014,10,7
1,09.0900,3,2015,10,0
1,09.0900,3,2016,20,15
1,09.0900,3,2017,8,9
1,09.0900,3,2018,8,0
1,09.0900,3,2019,8,17
1,09.0900,3,2020,7,0
1,09.0900,3,2021,7,0
1,09.0900,3,2022,3,0
1,09.0901,1,2015,1,0
1,09.0902,3,2010,32,24
1,09.0902,3,2011,26,28
1,09.0902,3,2012,23,11
1,09.0902,3,2013,19,25
1,09.0902,3,2014,24,19
1,09.0902,3,2015,21,7
1,09.0902,3,2016,29,38
1,09.0902,3,2017,23,19
1,09.0902,3,2018,21,18
1,09.0902,3,2019,26,25
1,09.0902,3,2020,15,2
1,09.0902,3,2021,13,13
1,09.0902,3,2022,11,0
1,09.0903,3,2021,1,0
1,09.0903,3,2022,10,22
1,09.0905,3,2014,1,0
1,09.0906,3,2016,2,21
1,09.0906,3,2019,1,7
1,09.0906,3,2020,1,0
1,09.0909,1,2020,1,7
1,09.0909,1,2022,1,0
1,09.9999,3,2010,48,60
1,09.9999,3,2011,41,51
1,09.9999,3,2012,45,29
1,09.9999,3,2013,50,35
1,09.9999,3,2014,47,48
1,09.9999,3,2015,50,39
1,09.9999,3,2016,50,64
1,09.9999,3,2017,1,5
1,09.9999,3,2019,1,21
1,10.0202,2,2019,4,5
1,10.0202,2,2020,7,15
1,10.0202,2,2021,3,18
1,10.0202,2,2022,5,18
1,10.0301,3,2012,6,1
1,10.0301,3,2013,4,1
1,10.0301,3,2014,7,0
1,10.0301,3,2015,4,0
1,10.0301,3,2016,5,15
1,10.0301,3,2017,4,23
1,10.0301,3,2018,4,0
1,10.0301,3,2019,5,23
1,10.0301,3,2020,2,0
1,10.0301,3,2021,2,18
1,10.0301,3,2022,2,14
1,10.0303,1,2012,2,3
1,10.0303,1,2013,1,14
1,10.0303,1,2015,1,0
1,10.0303,1,2017,3,17
1,10.0303,2,2010,3,0
1,10.0303,2,2011,3,2
1,10.0303,2,2012,3,12
1,10.0303,2,2013,2,4
1,10.0303,2,2014,3,7
1,10.0303,2,2015,3,1
1,10.0303,2,2016,1,19
1,10.0303,2,2017,2,3
1,10.0303,2,2018,1,19
1,10.0304,1,2010,1,19
1,10.0304,1,2013,1,0
1,10.0304,1,2014,2,17
1,10.0304,1,2015,1,0
1,10.0304,1,2016,1,10
1,10.0304,2,2010,6,6
1,10.0304,2,2011,8,0
1,10.0304,2,2012,4,22
1,10.0304,2,2013,10,27
1,10.0304,2,2014,3,0
1,10.0304,2,2015,2,0
1,10.0304,2,2016,2,0
1,10.0304,2,2017,5,3
1,10.0304,2,2018,3,0
1,10.0304,2,2019,1,7
1,10.0304,2,2020,1,0
1,10.0399,2,2015,7,13
1,10.0399,2,2016,1,21
1,10.0399,2,2017,1,0
1,10.0399,2,2019,3,0
1,10.0399,3,2015,83,102
1,10.0399,3,2016,80,96
1,10.0399,3,2017,76,84
1,10.0399,3,2018,55,68
1,10.0399,3,2019,71,68
1,10.0399,3,2020,58,65
1,10.0399,3,2021,51,45
1,10.0399,3,2022,58,55
1,11.0101,1,2019,3,0
1,11.0101,2,2010,27,28
1,11.0101,2,2011,14,15
1,11.0101,2,2012,15,0
1,11.0101,2,2013,17,33
1,11.0101,2,2014,16,26
1,11.0101,2,2015,14,24
1,11.0101,2,2016,18,29
1,11.0101,2,2017,11,7
1,11.0101,2,2018,12,13
1,11.0101,2,2019,13,20
1,11.0101,2,2020,9,11
1,11.0101,2,2021,12,11
1,11.0101,2,2022,2,18
1,11.0101,3,2010,74,66
1,11.0101,3,2011,62,62
1,11.0101,3,2012,48,30
1,11.0101,3,2013,62,64
1,11.0101,3,2014,54,47
1,11.0101,3,2015,10,8
1,11.0101,3,2016,17,20
1,11.0101,3,2017,11,2
1,11.0101,3,2018,18,24
1,11.0101,3,2019,19,30
1,11.0101,3,2020,24,7
1,11.0101,3,2021,8,14
1,11.0101,3,2022,14,12
1,11.0101,4,2010,17,5
1,11.0101,4,2011,25,34
1,11.0101,4,2012,21,20
1,11.0101,4,2013,9,0
1,11.0101,4,2014,17,6
1,11.0103,1,2022,1,0
1,11.0103,2,2010,7,23
1,11.0103,2,2011,14,0
1,11.0103,2,2012,17,14
1,11.0103,2,2013,12,1
1,11.0103,2,2014,24,25
1,11.0103,2,2015,16,16
1,11.0103,2,2016,16,0
1,11.0103,2,2017,2,16
1,11.0103,2,2018,6,24
1,11.0103,2,2019,6,6
1,11.0103,2,2020,2,0
1,11.0103,2,2021,2,0
1,11.0103,2,2022,6,9
1,11.0103,3,2010,3,8
1,11.0103,3,2011,10,9
1,11.0103,3,2012,20,28
1,11.0103,3,2013,20,40
1,11.0103,3,2014,30,18
1,11.0103,3,2015,27,35
1,11.0103,3,2016,25,34
1,11.0103,3,2017,31,37
1,11.0103,3,2018,22,30
1,11.0103,3,2019,40,43
1,11.0103,3,2020,33,17
1,11.0103,3,2021,36,34
1,11.0103,3,2022,22,30
1,11.0201,1,2010,1,0
1,11.0201,1,2011,5,10
1,11.0201,1,2012,50,51
1,11.0201,1,2013,16,33
1,11.0201,1,2014,27,30
1,11.0201,1,2015,54,48
1,11.0201,1,2016,30,43
1,11.0201,1,2017,11,17
1,11.0201,1,2018,7,9
1,11.0201,1,2019,22,40
1,11.0201,1,2020,13,0
1,11.0201,1,2021,16,0
1,11.0201,1,2022,24,35
1,11.0201,2,2010,9,23
1,11.0201,2,2011,15,17
1,11.0201,2,2012,18,11
1,11.0201,2,2013,25,7
1,11.0201,2,2014,21,29
1,11.0201,2,2015,24,43
1,11.0201,2,2016,15,33
1,11.0201,2,2017,18,29
1,11.0201,2,2018,17,7
1,11.0201,2,2019,17,18
1,11.0201,2,2020,19,28
1,11.0201,2,2021,22,36
1,11.0201,2,2022,30,48
1,11.0202,1,2010,13,19
1,11.0202,1,2011,39,47
1,11.0202,1,2012,21,34
1,11.0202,1,2013,18,28
1,11.0202,1,2014,9,5
1,11.0202,1,2015,12,11
1,11.0202,1,2016,33,27
1,11.0202,1,2017,16,19
1,11.0202,1,2018,11,18
1,11.0202,1,2019,11,21
1,11.0202,1,2022,2,0
1,11.0202,2,2010,58,63
1,11.0202,2,2011,74,77
1,11.0202,2,2012,66,80
1,11.0202,2,2013,56,38
1,11.0202,2,2014,72,87
1,11.0202,2,2015,45,59
1,11.0202,2,2016,64,44
1,11.0202,2,2017,46,46
1,11.0202,2,2018,40,49
1,11.0202,2,2019,39,57
1,11.0202,2,2020,26,18
1,11.0202,2,2021,21,11
1,11.0202,2,2022,15,4
1,11.0301,1,2010,1,21
1,11.0301,1,2011,3,0
1,11.0301,1,2012,4,0
1,11.0301,1,2013,3,14
1,11.0301,1,2014,1,0
1,11.0301,1,2015,2,16
1,11.0301,1,2016,2,15
1,11.0301,1,2017,2,11
1,11.0301,1,2019,1,16
1,11.0301,1,2020,3,0
1,11.0301,1,2021,2,0
1,11.0301,2,2010,2,14
1,11.0301,2,2011,2,0
1,11.0301,2,2012,2,0
1,11.0301,2,2013,1,17
1,11.0301,2,2014,3,3
1,11.0301,2,2015,5,7
1,11.0301,2,2016,1,17
1,11.0301,2,2017,2,0
1,11.0301,2,2019,2,3
1,11.0401,3,2010,29,21
1,11.0401,3,2011,39,55
1,11.0401,3,2012,39,43
1,11.0401,3,2013,54,74
1,11.0401,3,2014,65,55
1,11.0401,3,2015,76,81
1,11.0401,3,2016,54,60
1,11.0401,3,2017,69,54
1,11.0401,3,2018,57,63
1,11.0401,3,2019,80,76
1,11.0401,3,2020,78,64
1,11.0401,3,2021,28,10
1,11.0401,3,2022,58,55
1,11.0401,4,2010,10,23
1,11.0401,4,2011,11,24
1,11.0401,4,2012,18,33
1,11.0401,4,2013,11,24
1,11.0401,4,2014,17,17
1,11.0401,4,2015,21,25
1,11.0401,4,2016,31,13
1,11.0401,4,2017,31,51
1,11.0401,4,2018,35,52
1,11.0401,4,2019,19,7
1,11.0401,4,2020,46,55
1,11.0401,4,2022,21,1
1,11.0501,3,2016,5,0
1,11.0501,3,2017,2,0
1,11.0501,3,2018,6,18
1,11.0501,3,2019,12,0
1,11.0501,3,2020,5,16
1,11.0501,3,2021,7,11
1,11.0701,2,2013,1,0
1,11.0701,2,2014,2,22
1,11.0701,2,2017,2,0
1,11.0701,2,2018,1,0
1,11.0701,2,2020,2,8
1,11.0701,2,2022,2,0
1,11.0701,3,2011,13,0
1,11.0701,3,2012,11,23
1,11.0701,3,2013,16,20
1,11.0701,3,2014,14,5
1,11.0701,3,2015,17,3
1,11.0701,3,2016,13,16
1,11.0701,3,2017,19,30
1,11.0701,3,2018,23,12
1,11.0701,3,2019,19,20
1,11.0701,3,2020,23,10
1,11.0701,3,2021,19,23
1,11.0701,3,2022,12,27
1,11.0801,1,2014,1,0
1,11.0801,1,2016,2,0
1,11.0801,1,2017,4,0
1,11.0801,1,2019,7,9
1,11.0801,1,2020,6,7
1,11.0801,1,2021,19,21
1,11.0801,1,2022,13,0
1,11.0801,2,2010,7,8
1,11.0801,2,2011,26,41
1,11.0801,2,2012,25,42
1,11.0801,2,2013,23,41
1,11.0801,2,2014,25,40
1,11.0801,2,2015,16,15
1,11.0801,2,2016,12,18
1,11.0801,2,2017,20,22
1,11.0801,2,2018,12,0
1,11.0801,2,2019,12,0
1,11.0801,2,2020,21,11
1,11.0801,2,2021,21,4
1,11.0801,2,2022,16,16
1,11.0801,3,2011,2,13
1,11.0801,3,2012,3,3
1,11.0801,3,2013,4,0
1,11.0801,3,2014,4,17
1,11.0801,3,2015,2,20
1,11.0801,3,2016,4,2
1,11.0801,3,2017,5,9
1,11.0801,3,2018,5,0
1,11.0801,3,2019,3,7
1,11.0801,3,2020,4,0
1,11.0801,3,2021,4,17
1,11.0801,3,2022,5,9
1,11.0901,1,2010,3,0
1,11.0901,1,2011,7,0
1,11.0901,1,2012,3,22
1,11.0901,1,2014,6,0
1,11.0901,1,2015,10,0
1,11.0901,1,2017,1,17
1,11.0901,2,2010,21,34
1,11.0901,2,2011,30,33
1,11.0901,2,2012,32,39
1,11.0901,2,2013,27,47
1,11.0901,2,2014,29,45
1,11.0901,2,2015,16,7
1,11.0901,2,2016,6,22
1,11.0901,2,2017,7,21
1,11.0901,2,2018,5,23
1,11.0901,2,2019,9,2
1,11.0901,2,2020,3,9
1,11.0901,2,2021,7,0
1,11.0901,2,2022,10,11
1,11.0901,3,2014,1,10
1,11.0901,3,2015,4,0
1,11.0901,3,2016,4,0
1,11.0901,3,2017,8,0
1,11.0901,3,2018,16,0
1,11.0901,3,2019,21,28
1,11.0901,3,2020,9,0
1,11.0901,3,2021,8,0
1,11.0901,3,2022,15,0
1,11.1001,1,2017,13,31
1,11.1001,1,2018,1,7
1,11.1001,1,2019,1,18
1,11.1001,1,2020,2,18
1,11.1001,1,2022,2,20
1,11.1001,2,2011,29,23
1,11.1001,2,2012,16,0
1,11.1001,2,2013,16,12
1,11.1001,2,2014,15,0
1,11.1001,2,2015,17,2
1,11.1001,2,2016,20,32
1,11.1001,2,2017,13,22
1,11.1001,2,2018,10,8
1,11.1001,2,2019,8,9
1,11.1001,2,2020,6,26
1,11.1001,2,2021,5,0
1,11.1001,2,2022,3,0
1,11.1002,1,2011,1,0
1,11.1002,1,2013,6,0
1,11.1002,1,2014,3,0
1,11.1002,1,2015,3,23
1,11.1003,1,2018,2,19
1,11.1003,1,2019,2,0
1,11.1003,1,2020,5,0
1,11.1003,1,2021,1,19
1,11.1003,1,2022,6,21
1,11.1003,2,2011,9,25
1,11.1003,2,2012,12,5
1,11.1003,2,2013,9,9
1,11.1003,2,2014,12,11
