jobsohioregion,cip_code,degree_group_logord,academic_year,graduates,graduates_randomized
3,52.1003,4,2013,39,58
3,52.1003,4,2014,9,25
3,52.1003,4,2016,15,27
3,52.1003,4,2017,31,33
3,52.1003,4,2018,9,24
3,52.1003,4,2019,15,26
3,52.1003,4,2020,28,30
3,52.1003,4,2021,16,13
3,52.1003,4,2022,7,0
3,52.1005,3,2019,5,0
3,52.1005,3,2020,17,2
3,52.1005,3,2021,51,61
3,52.1005,4,2011,28,12
3,52.1005,4,2012,33,24
3,52.1005,4,2013,33,48
3,52.1005,4,2014,29,30
3,52.1005,4,2015,27,12
3,52.1005,4,2016,27,34
3,52.1005,4,2017,15,17
3,52.1005,4,2018,17,17
3,52.1005,4,2019,21,5
3,52.1005,4,2020,14,30
3,52.1099,1,2014,2,0
3,52.1099,1,2015,4,0
3,52.1099,1,2017,2,5
3,52.1099,1,2018,3,0
3,52.1099,1,2019,3,0
3,52.1099,1,2020,4,17
3,52.1099,1,2021,5,3
3,52.1099,1,2022,8,14
3,52.1099,5,2014,1,0
3,52.1099,5,2015,4,0
3,52.1099,5,2017,2,3
3,52.1099,5,2018,3,0
3,52.1099,5,2019,3,0
3,52.1101,1,2010,4,0
3,52.1101,1,2011,12,7
3,52.1101,1,2012,5,14
3,52.1101,1,2013,30,12
3,52.1101,1,2014,25,27
3,52.1101,1,2015,20,3
3,52.1101,1,2016,23,8
3,52.1101,1,2017,27,27
3,52.1101,1,2018,17,28
3,52.1101,1,2019,24,21
3,52.1101,1,2020,19,3
3,52.1101,1,2021,17,13
3,52.1101,1,2022,13,27
3,52.1101,2,2010,15,32
3,52.1101,2,2011,3,5
3,52.1101,2,2012,4,21
3,52.1101,2,2013,3,0
3,52.1101,2,2014,1,8
3,52.1101,3,2010,23,5
3,52.1101,3,2011,66,82
3,52.1101,3,2012,90,88
3,52.1101,3,2013,82,84
3,52.1101,3,2014,61,60
3,52.1101,3,2015,73,85
3,52.1101,3,2016,63,45
3,52.1101,3,2017,75,60
3,52.1101,3,2018,72,63
3,52.1101,3,2019,78,81
3,52.1101,3,2020,76,79
3,52.1101,3,2021,62,69
3,52.1101,3,2022,52,62
3,52.1101,4,2010,3,5
3,52.1101,4,2011,29,29
3,52.1101,4,2012,22,8
3,52.1101,4,2013,23,20
3,52.1101,4,2014,15,0
3,52.1101,4,2015,23,36
3,52.1101,4,2016,12,1
3,52.1101,4,2017,12,0
3,52.1101,4,2018,9,15
3,52.1101,4,2019,4,3
3,52.1101,4,2020,4,0
3,52.1101,4,2021,2,18
3,52.1101,4,2022,3,0
3,52.1101,5,2010,1,12
3,52.1101,5,2013,3,21
3,52.1101,5,2014,1,0
3,52.1101,5,2015,2,15
3,52.1101,5,2016,1,12
3,52.1101,5,2017,7,0
3,52.1101,5,2018,4,0
3,52.1101,5,2019,6,0
3,52.1201,1,2016,1,1
3,52.1201,3,2010,28,10
3,52.1201,3,2011,52,34
3,52.1201,3,2012,47,64
3,52.1201,3,2013,51,35
3,52.1201,3,2014,72,56
3,52.1201,3,2015,68,87
3,52.1201,3,2016,48,53
3,52.1201,3,2017,70,74
3,52.1201,3,2018,66,78
3,52.1201,3,2019,72,83
3,52.1201,3,2020,79,78
3,52.1201,3,2021,95,87
3,52.1201,3,2022,90,76
3,52.1201,4,2011,10,0
3,52.1201,4,2012,1,7
3,52.1201,4,2013,2,0
3,52.1201,4,2016,1,9
3,52.1207,4,2011,25,31
3,52.1207,4,2012,10,17
3,52.1207,4,2013,13,0
3,52.1207,4,2014,12,24
3,52.1207,4,2015,16,8
3,52.1207,4,2016,14,0
3,52.1207,4,2017,25,14
3,52.1207,4,2018,21,2
3,52.1207,4,2019,34,19
3,52.1301,3,2010,6,18
3,52.1301,3,2011,11,14
3,52.1301,3,2012,14,0
3,52.1301,3,2013,31,23
3,52.1301,3,2014,58,78
3,52.1301,3,2015,41,45
3,52.1301,3,2016,51,55
3,52.1301,3,2017,42,33
3,52.1301,3,2018,45,27
3,52.1301,3,2019,44,25
3,52.1301,3,2020,71,73
3,52.1301,3,2021,61,80
3,52.1301,3,2022,82,76
3,52.1301,4,2012,27,15
3,52.1301,4,2013,33,29
3,52.1301,4,2014,56,69
3,52.1301,4,2015,79,78
3,52.1301,4,2016,67,69
3,52.1301,4,2017,83,99
3,52.1301,4,2018,90,87
3,52.1301,4,2019,84,83
3,52.1301,4,2020,127,133
3,52.1301,4,2021,134,116
3,52.1301,4,2022,118,114
3,52.1302,1,2021,1,9
3,52.1302,3,2021,1,18
3,52.1302,3,2022,3,0
3,52.1302,4,2021,17,11
3,52.1302,4,2022,13,5
3,52.1304,3,2013,1,16
3,52.1304,3,2014,4,0
3,52.1304,3,2015,3,6
3,52.1304,3,2016,2,13
3,52.1304,3,2017,5,0
3,52.1304,3,2018,6,0
3,52.1304,3,2019,5,0
3,52.1304,3,2020,7,0
3,52.1304,3,2021,8,0
3,52.1304,3,2022,7,0
3,52.1399,1,2013,1,0
3,52.1399,1,2014,25,23
3,52.1399,1,2015,54,58
3,52.1399,1,2016,94,106
3,52.1399,1,2017,97,99
3,52.1399,1,2018,107,118
3,52.1399,1,2019,111,112
3,52.1399,1,2020,117,122
3,52.1399,1,2021,122,121
3,52.1399,1,2022,122,121
3,52.1399,3,2015,12,32
3,52.1399,3,2016,22,37
3,52.1399,3,2017,36,39
3,52.1399,3,2018,44,49
3,52.1399,3,2019,47,31
3,52.1399,3,2020,34,14
3,52.1399,3,2021,32,46
3,52.1399,3,2022,16,1
3,52.1399,4,2010,20,7
3,52.1399,4,2011,26,34
3,52.1399,5,2013,1,0
3,52.1399,5,2014,25,44
3,52.1399,5,2015,54,66
3,52.1399,5,2016,94,110
3,52.1399,5,2017,97,105
3,52.1399,5,2018,107,102
3,52.1399,5,2019,110,117
3,52.1401,1,2011,2,0
3,52.1401,1,2012,5,0
3,52.1401,1,2013,5,0
3,52.1401,1,2014,33,24
3,52.1401,1,2015,24,39
3,52.1401,1,2016,35,25
3,52.1401,1,2017,36,26
3,52.1401,1,2018,24,6
3,52.1401,1,2019,19,37
3,52.1401,1,2020,40,20
3,52.1401,1,2021,33,23
3,52.1401,1,2022,35,32
3,52.1401,2,2010,24,39
3,52.1401,2,2011,25,14
3,52.1401,2,2012,19,2
3,52.1401,2,2013,27,38
3,52.1401,2,2014,25,23
3,52.1401,2,2015,27,9
3,52.1401,2,2016,21,27
3,52.1401,2,2017,27,24
3,52.1401,2,2018,27,40
3,52.1401,2,2019,36,31
3,52.1401,2,2020,27,41
3,52.1401,2,2021,24,9
3,52.1401,2,2022,18,34
3,52.1401,3,2010,475,494
3,52.1401,3,2011,543,535
3,52.1401,3,2012,519,518
3,52.1401,3,2013,515,525
3,52.1401,3,2014,542,526
3,52.1401,3,2015,662,682
3,52.1401,3,2016,672,691
3,52.1401,3,2017,750,752
3,52.1401,3,2018,809,803
3,52.1401,3,2019,891,908
3,52.1401,3,2020,822,807
3,52.1401,3,2021,846,835
3,52.1401,3,2022,778,765
3,52.1401,4,2010,35,42
3,52.1401,4,2011,69,59
3,52.1401,4,2012,92,103
3,52.1401,4,2013,62,82
3,52.1401,4,2014,61,47
3,52.1401,4,2015,59,57
3,52.1401,4,2016,46,65
3,52.1401,4,2017,55,60
3,52.1401,4,2018,51,68
3,52.1401,4,2019,51,59
3,52.1401,4,2020,45,48
3,52.1401,4,2021,44,42
3,52.1401,4,2022,41,31
3,52.1401,5,2011,1,0
3,52.1401,5,2012,5,0
3,52.1401,5,2013,5,0
3,52.1401,5,2014,33,28
3,52.1401,5,2015,23,41
3,52.1401,5,2016,35,54
3,52.1401,5,2017,35,30
3,52.1401,5,2018,24,34
3,52.1401,5,2019,19,12
3,52.1499,3,2017,4,15
3,52.1499,3,2018,4,10
3,52.1499,3,2019,12,16
3,52.1499,3,2020,10,6
3,52.1499,3,2021,11,20
3,52.1499,3,2022,10,4
3,52.1499,4,2017,2,2
3,52.1499,4,2018,8,12
3,52.1499,4,2019,11,7
3,52.1501,1,2014,2,6
3,52.1501,1,2015,3,22
3,52.1501,1,2016,4,7
3,52.1501,1,2017,7,0
3,52.1501,1,2018,8,24
3,52.1501,1,2019,21,23
3,52.1501,1,2020,17,0
3,52.1501,1,2021,21,41
3,52.1501,1,2022,25,40
3,52.1501,2,2010,13,28
3,52.1501,2,2011,1,0
3,52.1501,2,2012,7,12
3,52.1501,2,2013,4,16
3,52.1501,2,2014,5,4
3,52.1501,2,2015,5,1
3,52.1501,2,2016,4,14
3,52.1501,2,2017,1,0
3,52.1501,2,2019,1,0
3,52.1501,2,2020,1,0
3,52.1501,3,2010,9,0
3,52.1501,3,2011,17,24
3,52.1501,3,2012,16,7
3,52.1501,3,2013,11,21
3,52.1501,3,2014,8,20
3,52.1501,3,2015,7,7
3,52.1501,3,2016,8,10
3,52.1501,3,2017,7,0
3,52.1501,3,2018,22,6
3,52.1501,3,2019,27,26
3,52.1501,3,2020,18,11
3,52.1501,3,2021,43,63
3,52.1501,3,2022,39,43
3,52.1501,4,2010,1,18
3,52.1501,4,2012,1,17
3,52.1501,4,2013,1,6
3,52.1501,5,2014,2,0
3,52.1501,5,2015,2,10
3,52.1501,5,2016,4,0
3,52.1501,5,2017,5,23
3,52.1501,5,2018,6,17
3,52.1501,5,2019,6,11
3,52.1601,1,2014,2,0
3,52.1601,1,2015,2,2
3,52.1601,1,2016,3,23
3,52.1601,1,2017,4,0
3,52.1601,1,2018,7,0
3,52.1601,1,2019,6,20
3,52.1601,1,2020,5,0
3,52.1601,1,2021,7,0
3,52.1601,1,2022,10,5
3,52.1601,4,2010,4,0
3,52.1601,4,2014,1,2
3,52.1601,4,2015,5,0
3,52.1601,4,2016,12,23
3,52.1601,4,2017,10,24
3,52.1601,4,2018,16,0
3,52.1601,4,2019,11,2
3,52.1601,4,2020,11,9
3,52.1601,4,2021,14,19
3,52.1601,4,2022,34,15
3,52.1601,5,2014,2,15
3,52.1601,5,2015,2,0
3,52.1601,5,2016,3,17
3,52.1601,5,2017,4,20
3,52.1601,5,2018,6,2
3,52.1601,5,2019,6,10
3,52.1701,3,2015,3,0
3,52.1701,3,2016,3,3
3,52.1701,3,2017,9,0
3,52.1701,3,2018,15,8
3,52.1701,3,2019,18,36
3,52.1701,3,2020,11,0
3,52.1701,3,2021,19,3
3,52.1701,3,2022,32,20
3,52.1801,1,2010,2,1
3,52.1801,1,2011,4,13
3,52.1801,1,2012,2,18
3,52.1801,1,2013,2,8
3,52.1801,1,2014,1,19
3,52.1803,1,2014,3,21
3,52.1803,1,2015,2,22
3,52.1803,1,2016,1,21
3,52.1803,1,2017,2,3
3,52.1803,1,2018,1,21
3,52.1803,1,2019,1,0
3,52.1803,1,2020,3,0
3,52.1803,1,2022,1,0
3,52.1803,2,2010,2,0
3,52.1803,2,2011,2,0
3,52.1803,2,2012,2,16
3,52.1803,5,2010,1,0
3,52.1803,5,2014,3,21
3,52.1803,5,2015,2,13
3,52.1803,5,2016,1,8
3,52.1803,5,2017,2,2
3,52.1803,5,2018,1,0
3,52.1803,5,2019,1,0
3,52.1804,3,2020,1,0
3,52.1804,3,2022,2,0
3,52.1901,1,2011,13,31
3,52.1901,1,2013,12,6
3,52.1901,1,2015,6,0
3,52.1910,1,2017,1,17
3,52.1910,1,2018,2,16
3,52.1910,1,2019,7,0
3,52.1910,1,2022,2,21
3,52.9999,3,2015,1,2
3,52.9999,3,2016,1,20
3,52.9999,3,2017,3,0
3,52.9999,3,2018,7,2
3,52.9999,3,2019,7,4
3,54.0101,1,2020,1,0
3,54.0101,1,2021,1,9
3,54.0101,2,2014,1,0
3,54.0101,2,2018,2,15
3,54.0101,2,2019,12,8
3,54.0101,2,2020,2,4
3,54.0101,2,2021,3,1
3,54.0101,2,2022,5,20
3,54.0101,3,2010,175,172
3,54.0101,3,2011,199,209
3,54.0101,3,2012,187,178
3,54.0101,3,2013,185,172
3,54.0101,3,2014,166,172
3,54.0101,3,2015,120,128
3,54.0101,3,2016,108,100
3,54.0101,3,2017,103,104
3,54.0101,3,2018,83,70
3,54.0101,3,2019,99,117
3,54.0101,3,2020,88,108
3,54.0101,3,2021,94,95
3,54.0101,3,2022,91,100
3,54.0101,4,2010,24,34
3,54.0101,4,2011,19,8
3,54.0101,4,2012,25,18
3,54.0101,4,2013,21,11
3,54.0101,4,2014,19,9
3,54.0101,4,2015,25,40
3,54.0101,4,2016,16,1
3,54.0101,4,2017,14,9
3,54.0101,4,2018,16,33
3,54.0101,4,2019,22,38
3,54.0101,4,2020,20,8
3,54.0101,4,2021,18,15
3,54.0101,4,2022,14,9
3,54.0199,3,2022,2,0
3,NA,1,2010,54,62
3,NA,1,2011,80,65
3,NA,1,2012,53,48
3,NA,1,2013,66,81
4,01.0101,2,2011,5,23
4,01.0101,2,2012,13,0
4,01.0101,2,2013,4,1
4,01.0101,2,2014,8,0
4,01.0101,2,2015,6,25
4,01.0101,2,2016,12,12
4,01.0101,2,2017,14,29
4,01.0101,2,2018,21,7
4,01.0101,2,2019,11,21
4,01.0101,2,2020,15,2
4,01.0101,2,2021,7,3
4,01.0101,2,2022,8,16
4,01.0102,3,2019,6,25
4,01.0102,3,2020,3,0
4,01.0102,3,2021,3,0
4,01.0102,3,2022,1,2
4,01.0104,3,2011,13,30
4,01.0104,3,2012,14,8
4,01.0104,3,2013,8,21
4,01.0104,3,2014,9,0
4,01.0104,3,2015,8,13
4,01.0104,3,2016,13,0
4,01.0104,3,2017,7,13
4,01.0104,3,2018,4,8
4,01.0104,3,2019,9,15
4,01.0104,3,2020,10,10
4,01.0104,3,2021,6,19
4,01.0104,3,2022,8,0
4,01.0199,2,2011,9,6
4,01.0199,2,2012,15,28
4,01.0199,2,2013,7,27
4,01.0199,2,2014,15,12
4,01.0199,2,2015,8,15
4,01.0199,2,2016,16,28
4,01.0199,2,2017,25,24
4,01.0199,2,2018,31,47
4,01.0199,2,2019,30,42
4,01.0199,2,2020,31,41
4,01.0199,2,2021,17,9
4,01.0199,2,2022,13,0
4,01.0204,1,2011,4,23
4,01.0204,1,2012,5,8
4,01.0204,1,2013,4,24
4,01.0204,1,2014,4,20
4,01.0204,1,2015,1,20
4,01.0204,1,2016,2,10
4,01.0204,1,2017,1,2
4,01.0204,1,2018,5,0
4,01.0204,1,2019,2,0
4,01.0204,1,2020,2,21
4,01.0204,1,2021,3,1
4,01.0204,2,2011,8,0
4,01.0204,2,2012,13,0
4,01.0204,2,2013,13,27
4,01.0204,2,2014,6,0
4,01.0204,2,2015,19,25
4,01.0204,2,2016,16,9
4,01.0204,2,2017,11,9
4,01.0204,2,2018,19,36
4,01.0204,2,2019,6,17
4,01.0204,2,2020,6,12
4,01.0204,2,2021,10,29
4,01.0204,2,2022,10,4
4,01.0302,2,2011,19,34
4,01.0302,2,2012,20,12
4,01.0302,2,2013,14,0
4,01.0302,2,2014,7,0
4,01.0302,2,2015,6,7
4,01.0302,2,2016,12,31
4,01.0302,2,2017,22,21
4,01.0302,2,2018,11,0
4,01.0302,2,2019,9,27
4,01.0302,2,2020,14,12
4,01.0302,2,2021,10,1
4,01.0302,2,2022,11,25
4,01.0303,1,2013,19,39
4,01.0303,1,2016,23,30
4,01.0303,1,2017,9,29
4,01.0304,2,2011,9,15
4,01.0304,2,2012,9,13
4,01.0304,2,2013,13,30
4,01.0304,2,2014,9,7
4,01.0304,2,2015,12,22
4,01.0304,2,2016,15,23
4,01.0304,2,2017,12,14
4,01.0304,2,2018,8,15
4,01.0304,2,2019,14,7
4,01.0304,2,2020,13,3
4,01.0304,2,2021,12,0
4,01.0304,2,2022,5,13
4,01.0308,1,2013,7,14
4,01.0308,1,2014,14,20
4,01.0308,1,2015,8,27
4,01.0308,1,2016,4,8
4,01.0308,1,2017,2,4
4,01.0308,1,2018,5,0
4,01.0308,1,2019,8,0
4,01.0308,1,2020,1,21
4,01.0308,1,2021,2,19
4,01.0308,1,2022,2,0
4,01.0308,2,2018,3,0
4,01.0308,2,2019,4,10
4,01.0308,2,2021,3,0
4,01.0308,2,2022,3,8
4,01.0399,1,2019,17,34
4,01.0399,1,2020,13,0
4,01.0401,2,2011,3,23
4,01.0401,2,2012,2,21
4,01.0401,2,2013,2,0
4,01.0401,2,2015,4,16
4,01.0401,2,2016,4,17
4,01.0401,2,2017,10,4
4,01.0401,2,2018,13,4
4,01.0401,2,2019,14,22
4,01.0401,2,2020,13,12
4,01.0401,2,2021,11,25
4,01.0401,2,2022,7,16
4,01.0504,1,2018,11,0
4,01.0504,1,2019,16,5
4,01.0504,1,2020,7,26
4,01.0504,1,2021,3,0
4,01.0507,3,2011,8,26
4,01.0507,3,2012,11,3
4,01.0507,3,2013,14,29
4,01.0507,3,2014,8,15
4,01.0507,3,2015,11,24
4,01.0507,3,2016,7,7
4,01.0507,3,2017,2,3
4,01.0507,3,2018,4,12
4,01.0507,3,2019,3,20
4,01.0507,3,2020,6,16
4,01.0507,3,2021,2,0
4,01.0507,3,2022,5,0
4,01.0601,2,2010,4,0
4,01.0601,2,2011,10,18
4,01.0601,2,2012,12,0
4,01.0601,2,2013,20,4
4,01.0601,2,2014,6,0
4,01.0601,2,2015,17,5
4,01.0601,2,2016,12,0
4,01.0601,2,2017,12,13
4,01.0601,2,2018,4,2
4,01.0601,2,2019,14,1
4,01.0601,2,2020,11,15
4,01.0601,2,2021,3,15
4,01.0601,2,2022,1,0
4,01.0601,3,2010,1,3
4,01.0601,3,2011,2,7
4,01.0601,3,2012,8,17
4,01.0601,3,2013,2,0
4,01.0601,3,2014,6,0
4,01.0601,3,2015,9,26
4,01.0601,3,2016,8,1
4,01.0601,3,2017,6,3
4,01.0601,3,2018,2,0
4,01.0601,3,2019,2,21
4,01.0601,3,2020,2,9
4,01.0601,3,2021,1,10
4,01.0601,3,2022,2,8
4,01.0603,1,2020,4,0
4,01.0603,2,2010,1,0
4,01.0603,2,2011,8,4
4,01.0603,2,2012,6,0
4,01.0603,2,2013,15,28
4,01.0603,2,2014,5,15
4,01.0603,2,2015,10,22
4,01.0603,2,2016,2,0
4,01.0603,2,2017,7,11
4,01.0603,2,2018,2,17
4,01.0603,2,2020,4,14
4,01.0603,2,2021,4,15
4,01.0603,2,2022,3,0
4,01.0604,1,2015,1,0
4,01.0604,1,2016,2,0
4,01.0604,1,2017,5,0
4,01.0604,1,2019,2,1
4,01.0604,1,2020,1,0
4,01.0604,1,2021,3,1
4,01.0604,1,2022,1,6
4,01.0604,2,2011,5,23
4,01.0604,2,2012,8,24
4,01.0604,2,2013,7,0
4,01.0604,2,2014,7,24
4,01.0604,2,2015,4,14
4,01.0604,2,2016,11,15
4,01.0604,2,2017,6,14
4,01.0604,2,2018,7,0
4,01.0604,2,2019,7,0
4,01.0604,2,2020,10,13
4,01.0604,2,2021,10,9
4,01.0605,1,2010,1,0
4,01.0605,1,2011,1,0
4,01.0605,1,2013,1,17
4,01.0605,1,2014,3,8
4,01.0605,1,2015,1,0
4,01.0605,1,2016,10,25
4,01.0605,1,2017,8,8
4,01.0605,1,2018,5,0
4,01.0605,1,2019,7,2
4,01.0605,1,2020,9,24
4,01.0605,1,2021,4,0
4,01.0605,1,2022,4,0
4,01.0605,2,2010,2,10
4,01.0605,2,2011,18,25
4,01.0605,2,2012,15,16
4,01.0605,2,2013,6,4
4,01.0605,2,2014,14,0
4,01.0605,2,2015,12,0
4,01.0605,2,2016,14,0
4,01.0605,2,2017,9,27
4,01.0605,2,2018,13,3
4,01.0605,2,2019,15,35
4,01.0605,2,2020,14,24
4,01.0605,2,2021,11,30
4,01.0605,2,2022,17,37
4,01.0606,2,2011,5,1
4,01.0606,2,2012,2,15
4,01.0607,1,2014,1,0
4,01.0607,1,2018,1,0
4,01.0607,1,2020,2,2
4,01.0607,1,2022,1,3
4,01.0607,2,2011,11,26
4,01.0607,2,2012,20,27
4,01.0607,2,2013,7,11
4,01.0607,2,2014,12,25
4,01.0607,2,2015,11,11
4,01.0607,2,2016,8,9
4,01.0607,2,2017,6,26
4,01.0607,2,2018,4,0
4,01.0607,2,2019,10,0
4,01.0607,2,2020,8,23
4,01.0607,2,2021,15,0
4,01.0607,2,2022,10,26
4,01.0801,2,2013,1,4
4,01.0801,2,2014,1,12
4,01.0801,2,2015,3,0
4,01.0801,2,2017,1,0
4,01.0801,2,2018,2,21
4,01.0801,2,2019,5,9
4,01.0801,2,2020,3,13
4,01.0801,2,2021,4,9
4,01.0801,2,2022,3,0
4,01.0901,2,2017,9,0
4,01.0901,2,2018,30,31
4,01.0901,2,2019,33,20
4,01.0901,2,2020,32,30
4,01.0901,2,2021,34,54
4,01.0901,2,2022,37,19
4,01.0905,2,2011,15,22
4,01.0905,2,2012,15,35
4,01.0905,2,2013,14,10
4,01.0905,2,2014,12,8
4,01.0905,2,2015,7,3
4,01.0905,2,2016,10,23
4,01.0905,2,2017,12,25
4,01.0905,2,2018,13,29
4,01.0905,2,2019,3,20
4,01.0905,2,2020,4,22
4,01.0905,2,2021,5,21
4,01.0905,2,2022,4,0
4,01.0999,1,2017,8,14
4,01.0999,1,2018,9,15
4,01.0999,1,2019,19,20
4,01.0999,1,2020,11,22
4,01.0999,1,2021,10,9
4,01.0999,1,2022,9,0
4,01.0999,2,2011,8,9
4,01.0999,2,2012,23,20
4,01.0999,2,2013,19,13
4,01.0999,2,2014,16,30
4,01.0999,2,2015,16,17
4,01.0999,2,2016,21,24
4,01.0999,2,2017,27,45
4,01.0999,2,2018,5,0
4,01.0999,2,2019,2,11
4,01.0999,2,2020,2,13
4,01.1004,1,2020,2,0
4,01.1004,1,2021,1,8
4,01.1004,1,2022,2,20
4,01.1004,2,2013,2,0
4,01.1004,2,2014,8,12
4,01.1004,2,2015,6,25
4,01.1004,2,2016,9,0
4,01.1004,2,2017,13,2
4,01.1004,2,2018,13,0
4,01.1004,2,2019,5,1
4,01.1004,2,2020,4,23
4,01.1004,2,2021,4,21
4,01.1004,2,2022,9,0
4,01.1101,1,2011,1,0
4,01.1101,1,2013,1,0
4,01.1101,1,2014,3,14
4,01.1101,1,2016,2,0
4,01.1101,1,2017,4,0
4,01.1101,1,2018,4,0
4,01.1101,1,2019,2,12
4,01.1101,1,2020,9,15
4,01.1101,1,2021,2,0
4,01.1101,1,2022,3,5
4,01.1101,2,2011,3,0
4,01.1101,2,2012,2,0
4,01.1101,2,2013,7,17
4,01.1101,2,2014,11,4
4,01.1101,2,2015,5,16
4,01.1102,2,2011,12,4
4,01.1102,2,2012,5,0
4,01.1102,2,2013,12,0
4,01.1102,2,2014,8,16
4,01.1102,2,2015,12,0
4,01.1102,2,2016,13,28
4,01.1102,2,2017,14,0
4,01.1102,2,2018,18,0
4,01.1102,2,2019,18,28
4,01.1102,2,2020,11,24
4,01.1102,2,2021,8,19
4,01.1102,2,2022,12,29
4,01.1103,2,2011,6,25
4,01.1103,2,2012,8,21
4,01.1103,2,2013,3,4
4,01.1103,2,2014,2,0
4,01.1103,2,2015,1,17
4,01.1103,2,2016,3,11
4,01.1103,2,2017,7,24
4,01.1103,2,2018,3,3
4,01.1103,2,2019,4,16
4,01.1103,2,2020,3,0
4,01.1103,2,2022,4,7
4,01.8101,2,2017,52,43
4,01.8101,2,2018,64,45
4,01.8101,2,2019,53,36
4,01.8101,2,2020,38,42
4,01.8101,2,2021,37,36
4,01.8101,2,2022,22,33
4,01.8301,1,2011,25,19
4,01.8301,1,2012,19,29
4,01.8301,1,2013,16,5
4,01.8301,1,2014,22,29
4,01.8301,1,2015,18,13
4,01.8301,1,2016,18,19
4,01.8301,1,2017,10,5
4,01.8301,1,2018,7,0
4,01.8301,1,2019,15,8
4,01.8301,1,2020,21,16
4,01.8301,1,2021,35,45
4,01.8301,1,2022,36,35
4,01.8301,2,2010,28,18
4,01.8301,2,2011,135,151
4,01.8301,2,2012,133,152
4,01.8301,2,2013,121,113
4,01.8301,2,2014,126,127
4,01.8301,2,2015,142,161
4,01.8301,2,2016,128,119
4,01.8301,2,2017,123,121
4,01.8301,2,2018,102,107
4,01.8301,2,2019,114,107
4,01.8301,2,2020,75,90
4,01.8301,2,2021,66,58
4,01.8301,2,2022,60,73
4,01.8399,2,2022,21,33
4,03.0101,1,2018,141,128
4,03.0101,1,2019,140,160
4,03.0101,1,2020,40,41
4,03.0101,2,2013,2,0
4,03.0101,2,2014,3,22
4,03.0101,2,2015,1,0
4,03.0101,2,2016,5,21
4,03.0101,2,2017,5,5
4,03.0101,2,2018,10,11
4,03.0101,2,2019,8,28
4,03.0101,2,2020,10,23
4,03.0101,2,2021,4,0
4,03.0101,2,2022,1,15
4,03.0101,3,2010,11,12
4,03.0101,3,2011,14,31
4,03.0101,3,2012,9,14
4,03.0101,3,2013,17,26
4,03.0101,3,2014,14,18
4,03.0101,3,2015,12,30
4,03.0101,3,2016,14,0
4,03.0101,3,2017,14,14
4,03.0101,3,2018,16,26
4,03.0101,3,2019,16,3
4,03.0101,3,2020,24,10
4,03.0101,3,2021,22,33
4,03.0101,3,2022,18,18
4,03.0103,1,2020,2,0
4,03.0103,1,2021,2,0
4,03.0103,2,2011,6,7
4,03.0103,2,2012,3,0
4,03.0103,2,2013,6,5
4,03.0103,2,2014,9,10
4,03.0103,3,2011,75,71
4,03.0103,3,2012,71,75
4,03.0103,3,2013,60,66
4,03.0103,3,2014,46,41
4,03.0103,3,2015,69,50
4,03.0103,3,2016,76,79
4,03.0103,3,2017,71,87
4,03.0103,3,2018,67,83
4,03.0103,3,2019,78,80
4,03.0103,3,2020,90,77
4,03.0103,3,2021,106,120
4,03.0103,3,2022,141,161
4,03.0103,4,2010,9,23
4,03.0103,4,2011,9,18
4,03.0103,4,2012,17,34
4,03.0103,4,2013,11,0
4,03.0103,4,2014,4,0
4,03.0103,4,2015,3,0
4,03.0103,4,2016,2,0
4,03.0103,4,2017,3,0
4,03.0103,4,2018,5,25
4,03.0103,4,2019,5,9
4,03.0103,4,2020,9,0
4,03.0103,4,2021,4,11
4,03.0103,4,2022,5,20
4,03.0104,1,2014,1,6
4,03.0104,1,2015,1,0
4,03.0104,1,2016,2,0
4,03.0104,1,2021,1,4
4,03.0104,1,2022,1,0
4,03.0104,2,2011,4,14
4,03.0104,2,2012,4,0
4,03.0104,3,2010,15,0
4,03.0104,3,2011,10,0
4,03.0104,3,2012,20,1
4,03.0104,3,2013,42,53
4,03.0104,3,2014,40,37
4,03.0104,3,2015,46,57
4,03.0104,3,2016,46,37
4,03.0104,3,2017,45,43
4,03.0104,3,2018,49,46
4,03.0104,3,2019,44,52
4,03.0104,3,2020,38,35
4,03.0104,3,2021,62,82
4,03.0104,3,2022,75,79
4,03.0104,4,2010,6,6
4,03.0104,4,2011,4,21
4,03.0104,4,2012,5,0
4,03.0104,4,2013,6,1
4,03.0104,4,2014,3,1
4,03.0104,4,2015,5,14
4,03.0104,4,2016,8,10
4,03.0104,4,2017,6,0
4,03.0104,4,2018,4,11
4,03.0104,4,2019,6,26
4,03.0104,4,2020,3,14
4,03.0104,4,2021,6,0
4,03.0104,4,2022,8,13
4,03.0104,5,2014,1,17
4,03.0104,5,2015,1,0
4,03.0104,5,2016,2,0
4,03.0201,2,2016,1,16
4,03.0201,2,2017,3,0
4,03.0201,2,2018,3,0
4,03.0201,2,2019,2,0
4,03.0201,2,2020,1,13
4,03.0201,2,2021,2,5
4,03.0204,1,2011,3,0
4,03.0204,1,2012,1,16
4,03.0204,1,2013,4,0
4,03.0204,1,2014,1,0
4,03.0204,1,2016,1,1
4,03.0204,1,2019,2,10
4,03.0204,3,2011,8,16
4,03.0204,3,2012,18,38
4,03.0204,3,2013,10,13
4,03.0204,3,2014,6,0
4,03.0204,3,2015,11,20
4,03.0204,3,2016,16,6
4,03.0204,3,2017,5,16
4,03.0204,3,2018,2,6
4,03.0204,3,2019,8,8
4,03.0204,3,2020,3,0
